reseller_id,onboarding_date,city_tier,total_gmv,orders_last_30_days,avg_order_value,category_focus,social_shares,buyer_network_size,return_rate,days_since_last_sale,completed_onboarding_training,engagement_score,monetization_score,churn_risk_score,reseller_segment_fixed
244,10/31/2024,Tier2,6580,5,346,Home,72,20,0.07,23,TRUE,62,38,27,Niche Specialist
245,10/3/2023,Tier4+,1746,0,518,Fashion,0,1,0.07,246,TRUE,40,40,77,Low-Engagement Reseller
246,8/5/2024,Tier4+,1161,2,660,Mixed,69,16,0.08,16,TRUE,61,44,30,Low-Engagement Reseller
247,10/19/2024,Tier4+,6138,0,436,Home,4,0,0.1,288,FALSE,1,40,85,Ghost Reseller
248,3/11/2023,Tier3,18355,0,643,Mixed,3,0,0.13,254,TRUE,41,60,79,Ghost Reseller
249,4/20/2023,Tier3,2045,0,569,Fashion,2,1,0.06,365,FALSE,1,42,100,Low-Engagement Reseller
250,7/8/2024,Tier3,2067,0,675,Home,3,0,0.14,123,FALSE,1,45,54,Niche Specialist
251,5/20/2024,Tier3,593,0,563,Mixed,1,0,0.12,273,FALSE,0,39,82,Low-Engagement Reseller
252,3/2/2023,Tier4+,3286,0,533,Beauty,2,2,0.12,92,TRUE,41,41,48,Niche Specialist
253,8/15/2024,Tier4+,2351,0,354,Beauty,5,5,0.14,322,TRUE,42,33,92,Niche Specialist
254,1/29/2024,Tier3,40113,0,741,Mixed,1,4,0.09,142,FALSE,0,86,57,Ghost Reseller
255,3/23/2023,Tier4+,1874,0,467,Fashion,4,1,0.08,363,FALSE,1,38,100,Low-Engagement Reseller
256,9/11/2023,Tier4+,4623,0,400,Home,3,1,0.06,330,TRUE,41,38,93,Niche Specialist
257,11/13/2023,Tier3,3413,0,740,Beauty,1,0,0.1,121,FALSE,0,49,53,Niche Specialist
258,7/18/2024,Tier2,2101,0,370,Fashion,4,0,0.12,39,FALSE,1,34,37,Low-Engagement Reseller
259,12/22/2024,Tier4+,1705,0,472,Beauty,1,1,0.11,241,FALSE,0,37,76,Low-Engagement Reseller
260,2/7/2023,Tier4+,2593,1,515,Fashion,185,61,0.06,3,FALSE,56,41,29,Social Catalyst
261,9/11/2023,Tier4+,11865,0,738,Beauty,2,0,0.14,92,FALSE,1,57,48,Ghost Reseller
262,5/13/2023,Tier4+,4710,1,463,Fashion,23,2,0.08,30,TRUE,47,40,34,Low-Engagement Reseller
263,11/23/2024,Tier4+,28903,0,674,Fashion,1,4,0.13,310,TRUE,40,72,89,Ghost Reseller
264,12/23/2024,Tier2,7237,0,539,Home,1,0,0.14,157,TRUE,40,45,60,Ghost Reseller
265,5/7/2023,Tier3,901,0,555,Beauty,2,1,0.1,245,FALSE,1,40,77,Low-Engagement Reseller
266,7/31/2023,Tier4+,702,0,769,Fashion,5,0,0.1,130,FALSE,2,48,55,Low-Engagement Reseller
267,4/24/2023,Tier4+,1263,1,338,Fashion,116,36,0.08,5,FALSE,35,32,29,Social Catalyst
268,3/22/2023,Tier3,4024,0,706,Fashion,2,5,0.09,99,TRUE,41,49,49,Low-Engagement Reseller
269,5/5/2024,Tier4+,15511,2,345,Home,136,36,0.06,23,FALSE,41,47,31,Niche Specialist
270,12/14/2024,Tier2,1552,5,661,Beauty,122,36,0.08,25,FALSE,37,45,27,Low-Engagement Reseller
271,11/9/2023,Tier3,5429,0,701,Home,2,1,0.13,85,FALSE,1,49,46,Ghost Reseller
272,11/17/2024,Tier4+,3316,0,635,Fashion,2,0,0.05,309,FALSE,1,46,89,Low-Engagement Reseller
273,7/29/2023,Tier2,3766,0,620,Home,4,0,0.1,293,FALSE,1,45,86,Niche Specialist
274,10/18/2024,Tier2,12156,0,390,Fashion,2,5,0.06,152,TRUE,41,46,59,Ghost Reseller
275,11/21/2024,Tier3,3258,0,512,Fashion,4,6,0.07,112,FALSE,1,41,51,Low-Engagement Reseller
276,9/1/2023,Tier3,5986,0,786,Fashion,0,2,0.1,300,TRUE,40,53,88,Ghost Reseller
277,3/19/2023,Tier3,1650,5,332,Home,172,49,0.15,27,FALSE,52,31,28,Low-Engagement Reseller
278,2/28/2023,Tier2,8352,0,452,Fashion,5,4,0.06,166,TRUE,42,44,62,Ghost Reseller
279,5/6/2024,Tier4+,6290,2,430,Fashion,198,63,0.12,19,FALSE,59,40,31,Social Catalyst
280,11/21/2023,Tier4+,6460,1,766,Home,190,56,0.05,20,FALSE,57,54,32,Niche Specialist
281,5/3/2024,Tier2,3158,0,496,Fashion,3,6,0.07,314,FALSE,1,40,90,Low-Engagement Reseller
282,6/5/2023,Tier2,5356,1,419,Home,163,52,0.1,15,FALSE,49,39,31,Niche Specialist
283,4/9/2024,Tier2,1502,0,310,Fashion,1,0,0.06,296,FALSE,0,32,87,Low-Engagement Reseller
284,1/5/2024,Tier4+,1991,0,337,Home,4,0,0.15,116,TRUE,41,32,52,Low-Engagement Reseller
285,7/27/2024,Tier2,1491,0,549,Fashion,3,6,0.05,36,TRUE,41,41,37,Low-Engagement Reseller
286,4/19/2024,Tier3,2901,0,769,Home,1,0,0.06,68,FALSE,0,51,43,Niche Specialist
287,11/16/2023,Tier4+,3034,0,709,Fashion,0,4,0.14,195,FALSE,0,47,67,Low-Engagement Reseller
288,2/10/2023,Tier2,3478,5,741,Fashion,42,15,0.06,2,FALSE,13,50,23,Low-Engagement Reseller
289,10/4/2023,Tier3,3117,0,620,Beauty,1,0,0.07,225,FALSE,0,45,73,Niche Specialist
290,11/30/2023,Tier2,2840,0,338,Beauty,5,1,0.11,293,FALSE,2,33,86,Niche Specialist
291,2/22/2023,Tier4+,645,0,729,Fashion,5,0,0.14,340,TRUE,42,45,95,Low-Engagement Reseller
292,9/24/2024,Tier4+,5312,0,790,Fashion,4,0,0.14,219,FALSE,1,52,72,Ghost Reseller
293,6/28/2023,Tier3,2539,0,396,Fashion,0,0,0.12,157,TRUE,40,35,60,Low-Engagement Reseller
294,12/3/2023,Tier3,6946,0,741,Home,3,2,0.15,196,TRUE,41,52,68,Ghost Reseller
295,2/17/2023,Tier3,5604,4,520,Beauty,141,45,0.14,27,FALSE,42,42,29,Niche Specialist
296,10/31/2023,Tier4+,6869,2,399,Fashion,38,6,0.07,15,TRUE,51,40,30,Low-Engagement Reseller
297,9/15/2023,Tier2,3354,0,561,Fashion,0,4,0.14,61,FALSE,0,42,42,Low-Engagement Reseller
298,2/2/2024,Tier3,5164,1,394,Beauty,54,11,0.15,22,FALSE,16,37,33,Niche Specialist
299,8/9/2024,Tier3,1433,0,791,Mixed,0,5,0.07,255,FALSE,0,50,79,Low-Engagement Reseller
300,8/14/2024,Tier3,9375,0,425,Home,3,0,0.14,280,TRUE,41,43,84,Ghost Reseller
301,7/8/2023,Tier2,2405,0,363,Fashion,3,0,0.15,241,FALSE,1,33,76,Low-Engagement Reseller
302,11/5/2024,Tier3,6149,0,524,Fashion,3,1,0.12,125,TRUE,41,43,54,Ghost Reseller
303,10/2/2024,Tier4+,4315,2,720,Home,41,11,0.06,1,FALSE,12,50,27,Niche Specialist
304,5/31/2024,Tier3,5117,0,534,Fashion,1,3,0.08,346,FALSE,0,44,96,Ghost Reseller
305,3/23/2023,Tier4+,21691,0,779,Fashion,5,0,0.1,124,FALSE,2,69,54,Ghost Reseller
306,2/6/2023,Tier2,11675,0,772,Home,2,0,0.11,127,TRUE,41,58,54,Ghost Reseller
307,2/12/2024,Tier4+,9263,2,460,Beauty,69,22,0.15,16,FALSE,21,44,30,Niche Specialist
308,12/14/2023,Tier3,4698,1,769,Fashion,11,0,0.1,16,FALSE,3,52,32,Low-Engagement Reseller
309,12/10/2023,Tier3,1548,0,740,Beauty,0,3,0.09,218,FALSE,0,47,72,Low-Engagement Reseller
310,11/6/2024,Tier3,5927,0,624,Beauty,5,0,0.11,151,FALSE,2,47,59,Ghost Reseller
311,3/1/2023,Tier4+,16707,1,704,Fashion,94,31,0.15,19,TRUE,68,60,32,Social Catalyst
312,8/30/2024,Tier4+,7158,1,331,Home,77,26,0.08,15,TRUE,63,38,31,Niche Specialist
313,6/23/2023,Tier2,4128,1,771,Home,158,48,0.06,11,FALSE,47,52,31,Niche Specialist
314,3/27/2023,Tier2,1688,0,534,Fashion,4,1,0.07,159,FALSE,1,40,60,Low-Engagement Reseller
315,3/13/2024,Tier2,6090,5,476,Fashion,101,30,0.05,14,FALSE,30,43,25,Social Catalyst
316,3/20/2024,Tier4+,12199,0,635,Home,2,2,0.14,352,TRUE,41,53,98,Ghost Reseller
317,10/24/2023,Tier4+,2624,0,624,Beauty,1,0,0.05,250,FALSE,0,45,78,Niche Specialist
318,6/11/2023,Tier4+,3571,0,656,Fashion,3,4,0.12,98,TRUE,41,46,49,Low-Engagement Reseller
319,3/13/2024,Tier2,12203,1,723,Mixed,126,38,0.15,0,FALSE,38,56,29,Low-Engagement Reseller
320,7/14/2023,Tier2,4977,1,561,Beauty,186,53,0.06,30,FALSE,56,45,34,Niche Specialist
321,10/30/2024,Tier3,7866,0,383,Home,3,3,0.13,118,FALSE,1,40,53,Ghost Reseller
322,3/24/2024,Tier4+,7339,1,597,Fashion,66,25,0.07,6,FALSE,20,48,30,Social Catalyst
323,8/9/2023,Tier3,2101,2,440,Fashion,105,33,0.14,4,TRUE,72,36,28,Social Catalyst
324,8/2/2024,Tier3,25972,2,558,Beauty,30,11,0.12,8,TRUE,49,64,29,Niche Specialist
325,5/4/2024,Tier3,5247,0,721,Home,0,5,0.06,204,FALSE,0,51,69,Ghost Reseller
326,9/14/2024,Tier4+,3545,0,339,Fashion,0,5,0.06,322,TRUE,40,35,92,Low-Engagement Reseller
327,9/9/2023,Tier2,17063,5,626,Beauty,91,30,0.07,28,TRUE,67,59,28,Super-Spreader
328,2/8/2024,Tier4+,5460,0,452,Home,3,1,0.06,209,FALSE,1,41,70,Ghost Reseller
329,3/17/2023,Tier4+,1552,1,453,Home,27,3,0.14,2,FALSE,8,36,29,Low-Engagement Reseller
330,8/5/2024,Tier3,1590,1,312,Mixed,103,28,0.1,4,FALSE,31,31,29,Low-Engagement Reseller
331,5/2/2023,Tier3,3096,0,382,Beauty,0,0,0.08,63,FALSE,0,36,42,Niche Specialist
332,11/10/2024,Tier4+,2484,1,332,Beauty,51,11,0.13,1,FALSE,15,32,29,Niche Specialist
333,2/21/2023,Tier2,5848,1,465,Mixed,78,21,0.07,30,FALSE,23,42,34,Low-Engagement Reseller
334,12/13/2024,Tier2,5186,4,405,Mixed,173,56,0.07,3,FALSE,52,39,25,Low-Engagement Reseller
335,5/8/2023,Tier2,4450,0,694,Beauty,4,5,0.09,298,FALSE,1,49,87,Niche Specialist
336,9/26/2023,Tier3,2783,0,408,Mixed,2,0,0.1,41,FALSE,1,36,38,Low-Engagement Reseller
337,3/31/2024,Tier4+,10863,1,774,Home,151,49,0.06,24,TRUE,85,59,33,Niche Specialist
338,3/1/2023,Tier3,3823,0,688,Fashion,3,2,0.13,113,FALSE,1,47,52,Low-Engagement Reseller
339,2/10/2024,Tier3,5082,0,609,Fashion,5,0,0.14,281,TRUE,42,45,84,Ghost Reseller
340,1/10/2023,Tier4+,1215,0,306,Fashion,4,0,0.12,241,TRUE,41,30,76,Low-Engagement Reseller
341,1/23/2024,Tier3,4688,0,795,Home,0,0,0.12,118,FALSE,0,52,53,Niche Specialist
342,1/25/2024,Tier3,1495,2,354,Home,139,37,0.08,8,TRUE,82,33,29,Low-Engagement Reseller
343,7/24/2024,Tier4+,2619,0,400,Fashion,5,1,0.13,223,TRUE,42,35,73,Low-Engagement Reseller
344,3/25/2023,Tier4+,4287,0,320,Fashion,3,0,0.14,141,FALSE,1,33,57,Low-Engagement Reseller
345,10/6/2024,Tier3,7888,0,436,Fashion,0,3,0.15,232,TRUE,40,41,74,Ghost Reseller
346,3/17/2023,Tier3,6938,0,703,Fashion,3,3,0.1,220,FALSE,1,51,72,Ghost Reseller
347,6/2/2023,Tier2,4100,2,619,Home,92,30,0.08,19,FALSE,28,46,31,Niche Specialist
348,9/16/2024,Tier2,3296,4,758,Fashion,117,37,0.07,27,TRUE,75,50,29,Social Catalyst
349,3/20/2024,Tier3,1531,0,457,Fashion,5,2,0.12,189,TRUE,42,36,66,Low-Engagement Reseller
350,2/23/2023,Tier3,1643,1,679,Fashion,53,12,0.12,24,FALSE,16,45,33,Social Catalyst
351,5/28/2024,Tier3,14290,0,637,Fashion,5,6,0.13,298,FALSE,2,56,87,Ghost Reseller
352,7/21/2023,Tier4+,333,0,367,Fashion,1,0,0.1,158,TRUE,40,32,60,Low-Engagement Reseller
353,1/27/2024,Tier3,5849,5,330,Home,38,9,0.13,20,FALSE,11,36,26,Niche Specialist
354,2/6/2023,Tier3,12502,0,414,Fashion,2,4,0.13,220,FALSE,1,45,72,Ghost Reseller
355,10/11/2024,Tier2,2410,5,489,Home,34,8,0.13,2,FALSE,10,38,23,Niche Specialist
356,8/23/2024,Tier3,5821,0,505,Mixed,5,0,0.06,39,FALSE,2,44,37,Ghost Reseller
357,11/6/2023,Tier2,2174,0,779,Home,0,1,0.08,73,FALSE,0,50,44,Niche Specialist
358,5/9/2023,Tier4+,2136,1,432,Fashion,190,61,0.1,11,FALSE,57,36,31,Social Catalyst
359,4/13/2024,Tier3,11192,0,530,Fashion,1,0,0.11,59,FALSE,0,49,41,Ghost Reseller
360,1/2/2023,Tier2,26748,2,487,Home,44,12,0.1,2,TRUE,53,63,27,Niche Specialist
361,11/2/2024,Tier3,3515,0,693,Fashion,5,5,0.11,181,TRUE,42,47,65,Low-Engagement Reseller
362,4/10/2024,Tier4+,9952,0,561,Mixed,0,4,0.12,174,FALSE,0,49,63,Ghost Reseller
363,12/10/2024,Tier3,5720,0,495,Home,4,3,0.1,123,FALSE,1,42,54,Ghost Reseller
364,10/16/2024,Tier3,5537,0,317,Home,4,0,0.11,72,FALSE,1,35,44,Ghost Reseller
365,3/26/2024,Tier4+,5578,0,373,Home,4,0,0.1,105,TRUE,41,38,50,Ghost Reseller
366,1/11/2023,Tier4+,13724,2,731,Beauty,124,41,0.05,29,FALSE,37,60,33,Niche Specialist
367,6/1/2024,Tier4+,4375,0,428,Home,3,4,0.09,170,FALSE,1,39,63,Niche Specialist
368,2/6/2024,Tier3,7047,1,624,Mixed,19,3,0.12,29,TRUE,46,48,34,Low-Engagement Reseller
369,10/14/2024,Tier2,821,0,650,Fashion,2,0,0.08,279,TRUE,41,44,84,Low-Engagement Reseller
370,8/1/2024,Tier2,1042,0,321,Fashion,2,2,0.15,330,FALSE,1,30,93,Low-Engagement Reseller
371,12/9/2024,Tier4+,1993,4,325,Fashion,186,52,0.09,23,FALSE,56,32,28,Social Catalyst
372,6/27/2024,Tier3,12803,0,381,Fashion,5,4,0.14,154,TRUE,42,44,60,Ghost Reseller
373,8/17/2024,Tier3,12797,2,473,Home,134,42,0.06,27,FALSE,40,49,32,Niche Specialist
374,11/15/2023,Tier3,12255,0,689,Fashion,2,5,0.09,331,FALSE,1,56,93,Ghost Reseller
375,4/11/2024,Tier3,491,0,695,Home,4,5,0.13,278,TRUE,41,44,83,Low-Engagement Reseller
376,6/10/2023,Tier4+,4133,0,539,Mixed,4,0,0.05,150,TRUE,41,43,59,Low-Engagement Reseller
377,6/17/2024,Tier2,934,0,619,Fashion,5,0,0.05,49,FALSE,2,43,39,Low-Engagement Reseller
378,2/16/2023,Tier4+,4882,15,725,Fashion,61,20,0.05,28,TRUE,58,51,13,Social Catalyst
379,10/10/2023,Tier2,8513,0,628,Fashion,3,0,0.06,164,FALSE,1,51,61,Ghost Reseller
380,3/29/2023,Tier3,10706,2,323,Fashion,53,11,0.1,14,TRUE,56,41,30,Social Catalyst
381,3/2/2024,Tier4+,2666,0,532,Fashion,2,5,0.11,317,TRUE,41,40,91,Low-Engagement Reseller
382,10/13/2024,Tier3,19478,2,513,Fashion,38,14,0.06,10,FALSE,11,58,29,Low-Engagement Reseller
383,5/9/2023,Tier3,3178,0,746,Mixed,0,5,0.05,357,FALSE,0,50,98,Low-Engagement Reseller
384,3/5/2023,Tier2,7164,0,759,Fashion,0,0,0.12,224,FALSE,0,53,73,Ghost Reseller
385,8/9/2023,Tier2,18164,3,515,Fashion,100,26,0.1,0,FALSE,30,55,26,Social Catalyst
386,10/7/2023,Tier3,3699,0,743,Beauty,5,6,0.1,308,FALSE,2,50,89,Niche Specialist
387,11/1/2024,Tier4+,2390,3,343,Home,117,40,0.08,20,FALSE,35,34,29,Niche Specialist
388,5/2/2024,Tier4+,1128,0,501,Beauty,5,7,0.07,160,FALSE,2,39,61,Low-Engagement Reseller
389,6/22/2023,Tier2,6249,0,451,Home,1,0,0.11,136,TRUE,40,41,56,Ghost Reseller
390,2/6/2023,Tier4+,4884,1,392,Mixed,88,25,0.09,24,FALSE,26,38,33,Low-Engagement Reseller
391,10/8/2023,Tier3,958,0,583,Fashion,5,0,0.13,109,TRUE,42,40,51,Low-Engagement Reseller
392,2/15/2023,Tier2,6800,1,451,Home,139,38,0.15,9,FALSE,42,41,30,Niche Specialist
393,1/26/2023,Tier2,4527,4,324,Home,194,59,0.1,20,TRUE,98,35,28,Niche Specialist
394,3/22/2023,Tier2,3577,5,777,Home,89,31,0.15,29,FALSE,27,50,28,Niche Specialist
395,7/9/2024,Tier2,1578,0,494,Home,5,5,0.11,271,TRUE,42,38,82,Low-Engagement Reseller
396,9/26/2024,Tier3,636,2,548,Fashion,154,47,0.15,10,TRUE,86,38,29,Social Catalyst
397,10/20/2023,Tier3,2901,0,460,Fashion,2,0,0.13,88,FALSE,1,38,47,Low-Engagement Reseller
398,11/10/2024,Tier4+,3633,2,531,Fashion,118,40,0.11,27,FALSE,35,41,32,Social Catalyst
399,4/17/2024,Tier3,8881,0,540,Beauty,4,5,0.06,98,FALSE,1,48,49,Ghost Reseller
400,3/5/2024,Tier2,14733,2,656,Fashion,150,46,0.1,17,TRUE,85,57,30,Social Catalyst
401,2/2/2024,Tier2,5004,0,499,Fashion,2,0,0.14,346,TRUE,41,41,96,Ghost Reseller
402,6/14/2024,Tier4+,3227,0,488,Mixed,0,0,0.07,306,TRUE,40,40,89,Low-Engagement Reseller
403,2/12/2024,Tier2,11765,2,545,Fashion,26,7,0.08,30,FALSE,8,51,33,Low-Engagement Reseller
404,6/3/2024,Tier2,1500,1,471,Home,114,33,0.06,18,FALSE,34,38,32,Low-Engagement Reseller
405,3/19/2023,Tier4+,5611,1,792,Home,14,4,0.06,23,FALSE,4,54,33,Niche Specialist
406,3/4/2023,Tier2,18595,1,412,Fashion,119,33,0.14,29,FALSE,36,51,34,Social Catalyst
407,10/13/2024,Tier4+,12842,0,329,Fashion,1,2,0.14,76,FALSE,0,42,45,Ghost Reseller
408,8/13/2024,Tier3,691,0,384,Mixed,1,0,0.1,317,FALSE,0,33,91,Low-Engagement Reseller
409,8/20/2024,Tier3,3299,2,714,Home,106,35,0.08,2,FALSE,32,48,27,Niche Specialist
410,5/13/2024,Tier4+,10399,0,657,Fashion,4,0,0.14,179,FALSE,1,52,64,Ghost Reseller
411,5/13/2023,Tier3,5884,1,306,Home,51,14,0.09,11,FALSE,15,36,31,Niche Specialist
412,9/19/2023,Tier3,7541,0,545,Fashion,5,0,0.06,170,FALSE,2,47,63,Ghost Reseller
413,4/6/2024,Tier2,3088,0,311,Mixed,2,0,0.15,250,TRUE,41,32,78,Low-Engagement Reseller
414,12/14/2023,Tier3,11118,1,588,Home,197,60,0.09,29,FALSE,59,51,34,Niche Specialist
415,2/26/2023,Tier2,2112,0,526,Beauty,2,6,0.1,346,TRUE,41,40,96,Niche Specialist
416,3/30/2023,Tier3,3449,0,654,Mixed,0,0,0.12,260,FALSE,0,46,80,Low-Engagement Reseller
417,8/28/2023,Tier4+,4892,0,780,Home,0,5,0.09,348,FALSE,0,52,97,Niche Specialist
418,3/24/2024,Tier2,423,0,368,Home,2,0,0.05,270,FALSE,1,33,82,Low-Engagement Reseller
419,2/7/2024,Tier3,1947,0,471,Home,2,2,0.11,252,FALSE,1,37,78,Low-Engagement Reseller
420,3/30/2023,Tier3,1092,0,402,Fashion,2,0,0.05,81,FALSE,1,35,46,Low-Engagement Reseller
421,12/21/2024,Tier2,1178,0,545,Home,1,5,0.15,102,TRUE,40,39,50,Low-Engagement Reseller
422,7/4/2024,Tier3,18941,0,657,Home,3,0,0.11,118,TRUE,41,61,53,Ghost Reseller
423,1/15/2024,Tier4+,1478,0,383,Mixed,0,0,0.07,102,FALSE,0,34,50,Low-Engagement Reseller
424,11/21/2024,Tier3,3626,2,759,Fashion,26,10,0.08,21,FALSE,8,50,31,Low-Engagement Reseller
425,11/17/2024,Tier3,3359,2,531,Fashion,149,44,0.05,1,FALSE,45,42,27,Social Catalyst
426,5/1/2023,Tier3,3164,1,598,Beauty,120,33,0.08,8,TRUE,76,44,30,Niche Specialist
427,6/14/2024,Tier4+,255,1,617,Fashion,124,36,0.06,5,FALSE,37,42,29,Social Catalyst
428,2/26/2024,Tier4+,5250,0,434,Fashion,1,0,0.15,345,FALSE,0,39,96,Ghost Reseller
429,9/29/2023,Tier4+,3081,0,570,Beauty,1,0,0.12,283,FALSE,0,42,84,Niche Specialist
430,2/1/2023,Tier3,5040,1,425,Mixed,163,52,0.14,14,FALSE,49,38,31,Low-Engagement Reseller
431,8/28/2023,Tier2,2043,0,475,Home,5,0,0.15,89,FALSE,2,37,47,Niche Specialist
432,7/20/2024,Tier4+,4258,0,347,Fashion,0,0,0.08,249,FALSE,0,36,78,Low-Engagement Reseller
433,12/15/2024,Tier4+,9071,0,545,Home,5,4,0.13,220,FALSE,2,47,72,Ghost Reseller
434,4/21/2023,Tier2,19738,1,340,Home,14,6,0.12,18,FALSE,4,50,32,Niche Specialist
435,6/28/2023,Tier2,1731,3,395,Fashion,114,36,0.1,8,FALSE,34,35,27,Social Catalyst
436,7/7/2024,Tier3,2703,0,621,Beauty,5,2,0.07,235,FALSE,2,45,75,Niche Specialist
437,11/29/2024,Tier3,10299,2,760,Fashion,51,12,0.06,30,TRUE,55,58,33,Social Catalyst
438,10/7/2023,Tier2,4336,0,688,Beauty,4,6,0.1,116,TRUE,41,48,52,Niche Specialist
439,8/1/2023,Tier4+,25509,0,530,Beauty,3,1,0.07,108,FALSE,1,64,51,Ghost Reseller
440,12/21/2023,Tier2,3674,0,475,Home,0,4,0.14,277,FALSE,0,39,83,Niche Specialist
441,12/26/2023,Tier2,3306,0,740,Fashion,3,1,0.09,94,TRUE,41,49,48,Low-Engagement Reseller
442,7/9/2023,Tier4+,4552,1,747,Fashion,43,14,0.09,19,FALSE,13,51,32,Low-Engagement Reseller
443,1/2/2023,Tier3,22166,0,683,Mixed,4,2,0.12,173,FALSE,1,65,63,Ghost Reseller
444,6/11/2024,Tier3,2647,0,691,Mixed,0,3,0.1,152,FALSE,0,47,59,Low-Engagement Reseller
445,7/23/2023,Tier4+,5363,1,757,Home,178,51,0.12,30,FALSE,53,51,34,Niche Specialist
446,8/1/2024,Tier4+,4026,1,680,Beauty,84,24,0.15,12,FALSE,25,47,31,Niche Specialist
447,11/20/2023,Tier3,102852,2,618,Home,166,54,0.15,25,FALSE,50,143,32,Niche Specialist
448,9/18/2024,Tier3,5989,0,640,Beauty,5,1,0.1,87,TRUE,42,48,47,Ghost Reseller
449,6/27/2024,Tier3,1445,3,794,Mixed,110,32,0.05,21,FALSE,33,50,30,Low-Engagement Reseller
450,5/8/2023,Tier2,14350,0,418,Fashion,3,0,0.14,34,TRUE,41,47,37,Ghost Reseller
451,8/25/2023,Tier2,4380,0,775,Home,5,7,0.14,190,FALSE,2,51,66,Niche Specialist
452,10/15/2023,Tier4+,886,1,627,Beauty,121,34,0.08,12,TRUE,76,43,31,Low-Engagement Reseller
453,10/23/2023,Tier2,2971,5,525,Fashion,143,42,0.11,8,FALSE,43,40,24,Social Catalyst
454,11/10/2024,Tier2,5989,2,638,Beauty,185,55,0.08,24,FALSE,56,48,32,Niche Specialist
455,4/22/2023,Tier3,3394,2,759,Home,136,38,0.08,18,FALSE,41,50,30,Niche Specialist
456,12/28/2023,Tier3,952,1,539,Fashion,195,54,0.08,26,TRUE,99,40,33,Social Catalyst
457,6/21/2024,Tier3,9670,0,554,Home,5,7,0.05,151,FALSE,2,49,59,Ghost Reseller
458,11/25/2024,Tier3,7220,0,779,Home,0,0,0.06,261,FALSE,0,55,80,Ghost Reseller
459,2/14/2023,Tier3,8253,1,461,Beauty,21,3,0.11,14,FALSE,6,43,31,Niche Specialist
460,2/16/2024,Tier2,906,0,737,Home,4,0,0.1,249,TRUE,41,47,78,Low-Engagement Reseller
461,4/19/2024,Tier3,4913,0,798,Beauty,5,0,0.15,187,TRUE,42,52,66,Niche Specialist
462,4/4/2023,Tier3,4128,1,705,Fashion,11,4,0.15,15,FALSE,3,48,31,Low-Engagement Reseller
463,10/14/2024,Tier4+,37282,0,733,Home,1,2,0.05,117,FALSE,0,84,52,Ghost Reseller
464,5/24/2023,Tier2,15751,1,574,Fashion,13,7,0.08,25,FALSE,4,56,33,Low-Engagement Reseller
465,10/19/2023,Tier4+,997,2,791,Home,162,54,0.12,6,FALSE,49,48,28,Low-Engagement Reseller
466,10/4/2023,Tier3,1841,0,379,Mixed,5,2,0.08,51,FALSE,2,34,40,Low-Engagement Reseller
467,7/24/2024,Tier3,28548,0,590,Fashion,0,1,0.06,244,FALSE,0,69,77,Ghost Reseller
468,9/13/2023,Tier3,6003,0,313,Mixed,0,0,0.09,66,FALSE,0,36,43,Ghost Reseller
469,11/21/2024,Tier3,4400,5,462,Fashion,146,40,0.05,24,TRUE,84,41,27,Social Catalyst
470,6/20/2023,Tier2,4557,0,302,Home,3,0,0.11,331,FALSE,1,34,93,Niche Specialist
471,1/3/2023,Tier3,11109,0,741,Fashion,1,0,0.15,221,FALSE,0,56,72,Ghost Reseller
472,6/23/2024,Tier2,1310,0,304,Beauty,2,0,0.1,276,FALSE,1,31,83,Low-Engagement Reseller
473,4/30/2023,Tier4+,6818,0,729,Home,2,0,0.05,361,FALSE,1,53,99,Ghost Reseller
474,8/8/2024,Tier4+,4494,0,490,Fashion,0,0,0.13,236,FALSE,0,40,75,Low-Engagement Reseller
475,2/6/2024,Tier2,44819,2,472,Fashion,39,9,0.1,4,FALSE,12,81,28,Low-Engagement Reseller
476,8/10/2023,Tier4+,1059,3,784,Fashion,124,38,0.08,6,FALSE,37,49,27,Social Catalyst
477,2/11/2024,Tier4+,4764,1,364,Beauty,192,58,0.09,16,FALSE,58,37,32,Niche Specialist
478,6/15/2023,Tier2,2980,0,694,Home,0,2,0.11,354,FALSE,0,47,98,Niche Specialist
479,12/19/2023,Tier4+,13511,0,711,Fashion,3,2,0.11,83,TRUE,41,58,46,Ghost Reseller
480,5/5/2023,Tier2,2377,0,413,Mixed,4,0,0.06,295,TRUE,41,37,87,Low-Engagement Reseller
481,2/24/2023,Tier4+,7603,0,363,Fashion,3,5,0.12,205,TRUE,41,39,69,Ghost Reseller
482,3/30/2023,Tier4+,7260,2,697,Home,149,49,0.14,29,FALSE,45,51,33,Niche Specialist
483,10/31/2024,Tier4+,90414,2,549,Home,93,29,0.07,26,TRUE,68,130,32,Niche Specialist
484,12/19/2023,Tier4+,59957,0,552,Fashion,3,3,0.08,152,TRUE,41,99,59,Ghost Reseller
485,2/17/2023,Tier4+,1857,0,384,Home,4,2,0.11,334,FALSE,1,34,94,Low-Engagement Reseller
486,10/24/2023,Tier3,2181,1,387,Home,129,34,0.12,5,FALSE,39,34,29,Niche Specialist
487,9/24/2023,Tier3,1515,0,544,Fashion,2,5,0.08,170,TRUE,41,40,63,Low-Engagement Reseller
488,9/13/2023,Tier4+,10283,1,508,Fashion,15,9,0.08,16,FALSE,5,48,32,Low-Engagement Reseller
489,11/7/2024,Tier3,3572,3,393,Home,105,29,0.08,2,TRUE,72,37,26,Niche Specialist
